puuid,tier,tier_band,churned,total_games,games_trend,games_per_active_day,net_wins,days_since_last,win_rate,win_rate_trend,avg_kda,avg_duration_min,longest_loss_streak,unique_champions,top_champion_share,role_focus,primary_role,night_share,account_level,time_dead_share,team_death_leader_share,game_death_leader_share,avg_kill_participation,avg_team_damage_share,avg_multikills,avg_frustration_pings,first_blood_rate,surrender_loss_share,avg_loss_duration_min
CgQBAJXfXqbnfjq73u3gKlUaqa1fO_yhoixQANDqWvhQsWMNJfIj8SdwQyWy-yEpxikI-EmIpd4lFw,MASTER,high,0,86,-44,5.06,4,5,0.5233,0.1897,2.826,28.04,6,30,0.209,0.93,TOP,0.209,88,0.1154,0.2907,0.1512,0.3893,0.2322,0.907,7.512,0.0814,0.0814,27.68
Cz8zo2EbUhpgxj78AXlZQhYpfI5K06BBsaa0TyHnx52MNSBkD2wzzi-GFraZdugxZoSsnHYoUfmjFg,DIAMOND,high,0,95,13,3.06,-7,2,0.4632,-0.0434,2.724,27.46,5,25,0.263,0.6,BOTTOM,0.032,102,0.1069,0.4211,0.2526,0.5047,0.2035,1.137,9.063,0.0526,0.1368,26.34
D6657wbnoXJUsYCPVTh_gJlY1aEv9IbRUTAdeJs-X5_47e5VDnOG2Auri_pc_pVD6zlUrWLsJHbsdA,CHALLENGER,high,0,281,207,3.75,27,1,0.548,-0.0225,5.432,27.09,5,45,0.157,0.804,JUNGLE,0.004,1583,0.0766,0.1246,0.0605,0.5427,0.2112,0.598,18.278,0.0961,0.1637,26.89
DA8N4eyR_XEinGnjExE4gP4A4tRlHLFjDwrBxIqRda3kfgWw866yeYzMM8p30-G_Vy_Ikm7976xU0w,CHALLENGER,high,0,219,169,4.21,11,1,0.5251,0.1864,4.282,26.68,7,19,0.484,0.813,MIDDLE,0.073,914,0.0958,0.2694,0.0868,0.5208,0.2403,0.457,22.297,0.1689,0.1735,27.35
DBE_yoU1OmetfsXOWZYoV4QyLaQOVfDl9RmHWu1gFW4Z8OijngrfMw848DnKfIqwycATUuFHKuufRw,GOLD,mid,0,176,12,2.29,2,2,0.5057,-0.0122,3.686,32.74,5,13,0.432,0.915,JUNGLE,0.011,561,0.1045,0.1818,0.0966,0.4845,0.2229,0.727,5.369,0.0455,0.0568,31.97
DIQOUwRlof6kfXhgDM01BMCTylG_G9GrW7_6OUZsrnAa48ftLNC5Wqjene60y6HIv1VMxJ-qJeKOZg,DIAMOND,high,0,196,98,8.91,2,1,0.5051,-0.0612,4.57,28.56,7,24,0.531,0.862,UTILITY,0.245,1304,0.0811,0.1837,0.0918,0.5706,0.0966,0.092,21.449,0.0459,0.0816,28.0
DOSCS_WyCEuz9jsF5LnMDdlONDkL9sw2uKg1yOqxp1fxYnQdF-NiKbUH05L3qy1mSQfqI_EkJmZRhg,GOLD,mid,0,108,40,4.15,12,1,0.5556,-0.0048,2.788,30.38,5,18,0.287,0.852,BOTTOM,0.065,855,0.1216,0.4259,0.25,0.4569,0.2262,0.87,11.028,0.0648,0.0926,30.33
DQI8pQCqtgW-7OxdNDvkyP9Ku7sGrT1fsVxSr65QPzVEdOqKK7Q208pb6fzShObyxk4s3DOQyMEohg,EMERALD,mid,1,91,-53,5.35,13,23,0.5714,0.0095,4.109,28.28,5,14,0.429,0.571,JUNGLE,0.066,215,0.1022,0.1758,0.0879,0.466,0.2303,0.791,11.516,0.0659,0.0879,29.18
DSkAmsto1reVSMxRzOETpUYkQI6cyQRLE86_IXKc9Kdm1s6zTJWwSvRoDLNWDXXr3lrRwH72Ekhffg,GRANDMASTER,high,0,239,201,3.32,49,1,0.6025,-0.0316,5.131,26.33,4,35,0.18,0.891,UTILITY,0.008,1115,0.0696,0.2636,0.1088,0.598,0.1323,0.084,15.176,0.0753,0.1213,27.42
DXvON7pizVY4YaemY9a7noUKCRG36e8mAgZVEjJO92QjTUGnMIj4aipb6trFyOYJhRqZkT4FWd2XIA,SILVER,low,0,80,80,3.81,-6,1,0.4625,0.0,2.824,32.27,9,34,0.112,0.575,JUNGLE,0.05,264,0.1205,0.35,0.1625,0.4506,0.1738,0.625,4.412,0.1125,0.0875,31.5
D_covLKlXk0WeeTCVkx0LR996uTA-koOO58oxDhEUJtfzvX9aIfFPNHAbCIGGWVWmQc-LbWi7rPGjw,GRANDMASTER,high,0,45,3,2.25,3,23,0.5333,0.1964,3.014,26.84,3,21,0.111,0.622,MIDDLE,0.156,50,0.106,0.2889,0.1111,0.4486,0.266,0.867,3.867,0.1333,0.0889,27.05
Dk-r4aNT0PEqKKGo4GLPMt-ZE3WEzH83L25k9c0Wpy_qWPf0RX82SD1n9BHy7aEX1eJxK-amczlHHQ,CHALLENGER,high,0,213,195,5.46,17,3,0.5399,0.0997,4.757,27.74,7,14,0.864,0.911,BOTTOM,0.023,1375,0.0709,0.0939,0.0188,0.4951,0.2785,1.0,10.873,0.1596,0.1174,27.81
DusQe1ojZ6bR3k_AohJCPRwRtRHuZuOytYgkJRJSIKK9tJjB1Ft61-ei3VVnE9UWyaIf6LbKP-ZJTg,EMERALD,mid,0,68,40,4.0,12,1,0.5882,0.1111,3.399,28.39,3,23,0.176,0.588,MIDDLE,0.0,43,0.1056,0.3235,0.1471,0.4401,0.1979,0.324,14.515,0.1324,0.1176,29.19
E2jUVgE7LIQmbBNNbgNoOEVSlinzUjl_GR-UgaSRE0W5HyoDkW2LgLO9j5rg9D0luY_pvk3VnC-D8Q,DIAMOND,high,0,148,148,4.62,20,1,0.5676,0.0,3.655,29.13,4,36,0.142,0.75,MIDDLE,0.007,765,0.0979,0.2905,0.1149,0.4204,0.2333,0.635,20.304,0.0608,0.1351,28.64
E8Iue5NyFvr8NulSJQzvDtQ367nrC26jvflPu6DET59oX9UfhmNfMKBHb_9QN_uib_hjl37vddkugA,CHALLENGER,high,0,201,73,5.29,-3,6,0.4925,-0.0339,5.21,27.12,5,20,0.716,0.821,BOTTOM,0.03,714,0.0702,0.1343,0.0746,0.5274,0.2282,0.667,11.279,0.0846,0.1791,26.75
ENSwbKb6tsEMjN62rdjMt0GRfdj3NJ25FQKYdcx8QcN0pqzZbAU63ivoH0uCTJegdFJQiaKpX3fzCQ,BRONZE,low,0,193,1,4.39,-7,2,0.4819,-0.0568,3.58,31.91,8,39,0.166,0.482,MIDDLE,0.041,305,0.0995,0.114,0.0518,0.4504,0.2192,1.332,25.57,0.0933,0.0622,32.54
Eiqy70jihZea5lKMI9qaXKu6u9z9K1FetalVp52TgjPdxOaWZGvI1bq4iZX1AWoNpbA9bXYAvkdL7w,GOLD,mid,0,139,-115,4.48,1,45,0.5036,0.0873,4.585,31.6,9,33,0.165,0.403,BOTTOM,0.0,572,0.0891,0.1079,0.0791,0.4908,0.2535,1.0,11.424,0.0863,0.1511,31.23
F4cELyF3NpM4_zIHA1jGw46WQ4_miT2IkjDMUv5vYl1Pis03D2YOsulC5Cedl47NpxggHc0laZz_kg,GRANDMASTER,high,0,193,-137,3.78,5,18,0.513,-0.0569,2.993,27.78,6,32,0.155,0.845,MIDDLE,0.197,451,0.1057,0.3005,0.1606,0.4208,0.23,0.56,23.87,0.0674,0.114,27.45
F5M7c5e3etDz_dn2n3DMOSFslcZRvQyEC4SmXn_sI17kytTqLTzXmRTh2tFgJxC1el3xvJRqctDIFg,PLATINUM,mid,0,130,4,2.77,-4,0,0.4846,0.0471,2.677,30.7,6,18,0.292,0.485,UTILITY,0.023,438,0.1002,0.2615,0.1231,0.4623,0.1424,0.385,9.562,0.0231,0.1,29.57
FAVKtffVQy9kFgEXhWV9DeHq2YKaBmY15942v6kGnYOZO4LLNo4W3Y-wdr71GXLn92PmfgfXb__0dQ,GRANDMASTER,high,0,302,248,5.03,-14,1,0.4768,-0.0458,3.461,27.37,9,41,0.142,0.669,MIDDLE,0.139,1766,0.0991,0.255,0.1358,0.4526,0.2316,0.474,27.414,0.0894,0.1523,27.32
FJIMTFgePrcaReIIgWceVuvK7ay4F3RySS_0ACZxJzCEJ7bRoqR_p4DItbJiKoiwLePllyci844bYw,GRANDMASTER,high,0,137,-13,2.14,29,4,0.6058,0.0718,4.583,28.52,4,18,0.343,0.956,UTILITY,0.109,747,0.087,0.2774,0.1022,0.5754,0.1072,0.073,28.803,0.0438,0.0657,30.02
FhHUgNQZNBuX6sZ_93lv5nS4tQUHmbTWcBEt0kKKUV7TN-EaNc9sbziuUm2RTaC7MU8yhfaQc0QVRg,EMERALD,mid,1,37,37,5.29,-1,10,0.4865,0.0,3.032,29.14,4,4,0.73,0.568,TOP,0.0,81,0.1259,0.3243,0.2162,0.4465,0.2584,0.568,16.081,0.1351,0.1351,28.54
FlW7kNAgilhubnh0Qqd1p3KRZjKYi-HwqAbVjpp9kpZBKEGNoukgsDyngWBlbyXJByc4DJmkeYHDAg,EMERALD,mid,0,183,-127,4.36,9,49,0.5246,-0.029,3.561,29.91,7,15,0.301,0.803,UTILITY,0.0,513,0.102,0.3169,0.1803,0.5264,0.1705,0.301,27.235,0.0874,0.0984,29.42
FpblUXtvEctYgn-rw8bwlgevBCEwpDAW2ZDFTHRaicQT-yvoI5QLAfxld3sBmDGCoEOGhLHe6qy_3A,CHALLENGER,high,0,92,50,2.97,-6,1,0.4674,-0.0731,1.443,28.03,6,30,0.174,0.826,TOP,0.0,2013,0.1765,0.7174,0.5652,0.4085,0.2806,0.804,1.565,0.1522,0.1413,27.27
FrAyANmV_EyaVMASmm1rQHrDLhWyII8Rq3z8HRhwM7z_qf8wmxj26AOZHCmDlx92WxvuJ9OnDEjwWQ,PLATINUM,mid,0,60,2,2.73,-4,20,0.4667,-0.0311,5.135,30.22,4,21,0.183,0.617,UTILITY,0.067,520,0.071,0.0833,0.0,0.5332,0.1247,0.183,19.667,0.0,0.1,30.45
Fta4X_rFq7dBWd_ecSR0mzeCdbTQLeZmB0weijLERCfHOij9dqsN1RiDmh2j0tEiCxmzUzivKjoT9A,DIAMOND,high,0,37,37,3.08,3,1,0.5405,0.0,2.743,29.69,3,4,0.757,0.784,MIDDLE,0.0,144,0.1137,0.3243,0.1351,0.4632,0.2578,0.405,8.784,0.2703,0.1081,27.95
Fx0ULesNcHtUX1XJXLfgEYTjIlZFtvrf9mxJKMw4fd1UDdJgQWP8zHRAVdmuA8GXbPqYnPc00t4y6g,CHALLENGER,high,0,85,85,7.08,15,1,0.5882,0.0,5.297,26.59,5,8,0.624,0.635,UTILITY,0.106,786,0.0839,0.3176,0.0706,0.6164,0.1507,0.482,14.471,0.0941,0.0941,27.51
GENRcppm3qYaAkWbG5yhMDxJHy5-S9UNnblnmYK2rn-XjTbCnxzYMLkLc6pLXeWpjGw2MBlZ_qFjdg,PLATINUM,mid,0,130,22,3.94,2,40,0.5077,0.1399,5.134,30.3,5,17,0.392,0.938,UTILITY,0.015,813,0.077,0.1,0.0231,0.5421,0.0903,0.054,25.569,0.0538,0.1462,30.84
GMFCHLiNf-rGu2PVmPf_8ebkgWjHLs1g9LEElW_D6fMmsFCRxQGisu0JvPuyVPo3dbYHT4MDbHhffg,MASTER,high,0,52,36,3.71,4,3,0.5385,0.0455,2.793,28.62,4,4,0.923,0.846,BOTTOM,0.404,795,0.1602,0.6923,0.4231,0.5613,0.3129,1.558,14.538,0.1538,0.0577,31.67
GSKF2rLyORAbfweVb8OUHxXoWNlV8JaGfom22-_qjm19g_Um8yA4-HeQ_T_xRqfF-fx1wxyvOoUamQ,BRONZE,low,0,189,189,4.5,9,3,0.5238,0.0,3.181,32.17,7,45,0.148,0.376,MIDDLE,0.122,224,0.1136,0.1693,0.0741,0.4809,0.2122,1.19,22.471,0.1058,0.1481,31.81
GVgT-p1LN6RNYwQLEuY4MD7IXTWeiSZ45OHUtm9BxDLM3ZHEa8YnLw1I4z1Cp6LYDSAs3NzvXWTCKg,CHALLENGER,high,0,222,196,4.35,28,1,0.5631,0.1078,2.679,27.12,7,20,0.455,0.937,TOP,0.036,426,0.1103,0.3514,0.1937,0.3795,0.2355,0.604,11.189,0.1126,0.1486,27.48
G_3MWhTW3_WhL7FaTmAXAmClWAXLH9Rbc62J_OFb92EEBt9TWgpsq-GYgLzAy5oU5irIcajpjDpEnQ,CHALLENGER,high,0,251,173,4.83,75,1,0.6494,-0.0508,5.147,26.81,4,35,0.159,0.769,JUNGLE,0.127,227,0.0829,0.247,0.1235,0.5492,0.2185,0.984,36.622,0.0916,0.1116,27.33
GaVoWJLlk843WGv9HROwnjXfJVZ_8G-UAuiuoB7Z1_Nqb90YtZrGEMQyIF9l2Faflxni_jMzLKrnnw,EMERALD,mid,0,125,69,3.68,-3,1,0.488,0.1226,3.546,28.98,5,26,0.384,0.616,TOP,0.088,585,0.0878,0.144,0.048,0.3965,0.2108,0.32,7.968,0.096,0.176,29.02
GeRr8PcdyHYuWcF1-oJTqn140iUM7ijnmr7RwO0TP9UiIiz6ZpBXOby17akENaW8Bsy8A0h-xEWQ8w,PLATINUM,mid,0,203,-15,2.94,-7,2,0.4828,-0.0075,4.824,30.85,8,62,0.212,0.507,JUNGLE,0.0,700,0.076,0.064,0.0394,0.4535,0.1878,0.517,20.384,0.0542,0.0837,30.56
GeVGz-DNNwJZdlqKP2LCZFVQjJgWW1N6XoLzjBYfs7QC2QhrwsiYNoUytR8KwaZGxUSPylaQdnDIfQ,DIAMOND,high,0,183,107,4.82,1,11,0.5027,-0.1294,2.756,28.69,9,8,0.432,0.967,TOP,0.098,174,0.1009,0.2022,0.0874,0.3597,0.2146,0.596,29.967,0.082,0.1475,28.42
Gek67H-1dQM8GYjLTz4-LoiRyEAm-u9idspw43JVj1pnxdO0LQbcsfciHbMxo2WaVW_xTogo5aVJTQ,DIAMOND,high,0,62,52,3.26,0,11,0.5,0.3263,3.37,29.37,4,9,0.323,0.968,TOP,0.065,919,0.1117,0.2742,0.1452,0.4035,0.2577,0.903,21.419,0.2258,0.129,28.6
GglJGoE1R8LXBRLWnOjNVqSW9U2Z5V4Kw8TdUGJsp1MuuX708JM3pw6oO-N4v2kfvvVXI_ghi94w3w,SILVER,low,0,61,33,3.81,-9,19,0.4262,-0.0957,2.217,31.63,11,16,0.279,0.557,TOP,0.0,145,0.1245,0.3443,0.1967,0.3383,0.2044,0.361,23.262,0.0492,0.1475,31.43
GiAlx8LILO6p9X43CJX6h1-FOHgozWWv4fU12SL1vz9vzwgnJEC11ZBY7HSjH2mRtDTonUSB6urHGA,CHALLENGER,high,0,239,219,5.56,25,1,0.5523,-0.2585,5.414,26.8,5,15,0.381,0.858,JUNGLE,0.004,636,0.0773,0.1213,0.0502,0.5648,0.1856,0.665,26.941,0.0502,0.0837,26.91
Gk1wWd4JsCeejaIiv6WH0yptPSqVmJ9aBZGRW1oBxgwBV24j40qrJbjuFl-cqYbGin6x3ii1lrakRQ,GRANDMASTER,high,0,219,-21,4.29,17,1,0.5388,0.1227,3.587,27.56,5,53,0.142,0.772,MIDDLE,0.137,632,0.0979,0.21,0.105,0.4395,0.2447,0.667,12.228,0.1233,0.137,27.42
GkXq_z4bFpxP-9mytB7amUQ6IQK6nmgVMleg_w_7wLrdv6TgNEm7NUeReTYOYwDFLBEhPx9zXAJvJg,CHALLENGER,high,0,287,239,4.86,5,1,0.5087,-0.036,3.314,27.21,6,50,0.115,0.659,BOTTOM,0.077,219,0.0999,0.331,0.1498,0.4816,0.2337,1.115,2.948,0.1498,0.101,27.5
GlH-_pC0sJsIZniHuh9i2JmTRg5KTRJ_v7wUuYhEFXR7L5t8co2K8GNj7BTg2qGOGZLAV2mFc__xhQ,GRANDMASTER,high,0,206,84,4.68,30,2,0.5728,0.1151,6.061,27.22,6,33,0.204,0.699,JUNGLE,0.102,196,0.0702,0.068,0.034,0.5758,0.1734,0.442,35.481,0.0728,0.1359,27.94
Gm-T66etYLIaKpt29bv7tD_O71mAKYy4MzDLNghdhmzRHMU9R_IjI7dmqhTKr4z8iA45APRgtKTsRg,CHALLENGER,high,0,203,-53,4.72,7,1,0.5172,-0.1014,4.253,27.74,6,5,0.744,0.685,MIDDLE,0.094,227,0.0726,0.0985,0.0591,0.4686,0.2098,0.847,58.956,0.0591,0.1084,26.95
Gq8UZgNd9Vld_P8FPQqI2aQCd3Z2tbIlhx5ECxcoxX1aYg75iHaFcGTqfd1pAvjGqllv7L6kck2qzw,GRANDMASTER,high,0,228,222,6.16,16,1,0.5351,-0.1333,3.215,27.4,7,31,0.175,0.702,MIDDLE,0.07,643,0.1117,0.3158,0.1754,0.4802,0.242,0.86,7.219,0.1184,0.1623,26.95
GsOeFd5Z3JB8ObKCjds9lsMsFIHWgQiAYzL56hGgEspO1tRUyGjWtG3WcFkH4rQP85HgVTv5PKQutw,MASTER,high,0,198,198,5.35,4,2,0.5101,0.0,2.614,28.36,5,44,0.227,0.561,TOP,0.111,384,0.1236,0.3737,0.1869,0.4481,0.2065,0.444,3.561,0.1465,0.1111,28.69
GzyrOCSdhBCjjft5Px8fvD4D8PQEGuPuuYtL8xqlmN_JJcP979rHvcyzhnXCO9AxioTVwNOHm3gxWA,GRANDMASTER,high,0,237,219,4.47,17,1,0.5359,0.2105,5.942,26.47,6,40,0.152,0.869,JUNGLE,0.0,1211,0.0661,0.0633,0.0211,0.5437,0.1902,0.565,16.291,0.1308,0.1477,26.68
H2l_iD_6-wRHvEVAbMRxgoy2tQGrGWzW59bjexwqEehbw2ZWxzhaq8-YmR_CiqmE7kx1CYqgi9ub5Q,GOLD,mid,1,196,-74,6.53,0,24,0.5,-0.1547,2.259,29.65,8,15,0.429,0.934,TOP,0.306,592,0.1209,0.2704,0.148,0.3432,0.253,0.612,8.837,0.1429,0.0306,30.8
H4eSu02N8yhh7pb-2cM_fFYIOYKRV_ZgOeFe4eAFUXGH3HuXtflCCqaIf9YsTWtXI8rpHvXVEcVXVw,CHALLENGER,high,0,260,176,5.78,32,1,0.5615,-0.1822,3.793,27.69,4,19,0.858,0.723,MIDDLE,0.004,252,0.0874,0.2115,0.0731,0.4532,0.1948,0.577,12.1,0.1038,0.0962,27.82
H8SKxFL1ZT5n_6WjffYTGUTDsHaoDC9lgEokaNApIRBy0hQlAU1h9c8l4Dyy_rVMHuFdrw_zlWgosQ,CHALLENGER,high,0,237,207,5.04,7,2,0.5148,0.0514,3.598,27.0,5,28,0.181,0.781,BOTTOM,0.156,617,0.0959,0.3291,0.1646,0.5428,0.2559,1.371,5.616,0.1477,0.1392,27.67
HE-FEqrnxL-PeVa-5XrVq-ez7Hu-AaEAttrL9zgyqgf1hNG8uReNahCJ4PfJG8cmEINqNUasKebx5A,PLATINUM,mid,0,32,32,3.56,-6,18,0.4062,0.0,2.819,29.73,5,13,0.469,0.906,TOP,0.156,547,0.1019,0.2812,0.1562,0.3295,0.1991,0.312,8.875,0.0625,0.1562,28.89
HFOxTqaEaUTXlzvyNpp4wty_dW8VL6apz1XYqtV5l6raoQ8tRqkY2gGjrbCzHI6jk4_x-uX8if3X8A,GOLD,mid,0,50,16,2.17,-6,0,0.44,-0.0463,2.81,31.43,4,29,0.2,0.76,TOP,0.28,818,0.1118,0.1,0.04,0.4093,0.242,0.78,3.42,0.28,0.08,30.49
HGihLXyxy0KfGfQPorkX2kBGK_1SVAxxtFilE4MH-uGqofAAS8c-m8MDsY4Jv11ps2W6VQtFIbyoDw,DIAMOND,high,0,196,62,4.56,8,1,0.5204,-0.0257,3.699,29.01,7,26,0.276,0.398,BOTTOM,0.02,438,0.098,0.2806,0.1582,0.4909,0.2363,1.122,21.214,0.0918,0.0408,29.32
HNt8zQxM5b0xfILg4OoWpSTRtsn-BhW0bC9-VBEbHIW43xsuNbbmSA-mdLAW7nMJfgMp-TqxBoQcFw,MASTER,high,0,211,193,4.4,1,1,0.5024,-0.0556,3.836,27.6,5,33,0.175,0.573,MIDDLE,0.005,1036,0.0899,0.2512,0.1185,0.4798,0.195,0.431,18.441,0.0474,0.1611,27.38
HVwhi3z_XvQu71C_C5Que7403asXTfq5BeunZKNGTteJasvvZHTIMOIeDMP4zcDUOyhQesAslXKM6w,GRANDMASTER,high,0,230,194,4.51,-12,1,0.4739,0.0922,3.941,27.5,6,22,0.557,0.774,MIDDLE,0.057,1147,0.0826,0.1609,0.0826,0.4517,0.22,0.396,19.978,0.0696,0.1217,27.23
HcD_MqfdU7bscwBmJ_VICk7oIINaIkWx3j37DU7Ak8Uk6KepsRhYwNoIECBNbD_4R1t3YER4sOkPLg,SILVER,low,0,44,34,2.32,-4,6,0.4545,0.2872,1.983,30.63,6,4,0.75,0.432,MIDDLE,0.045,332,0.1463,0.5682,0.3636,0.4549,0.2253,0.818,2.886,0.1364,0.1136,29.15
HchliuPdyiMEzJOF0u1jxVEgBcBRzEqbQlhplvVJutQWb_yqZPi4tCjZzF5_oJtlv0sBwEGvatptsw,GOLD,mid,0,207,207,5.17,-1,1,0.4976,0.0,3.136,31.26,7,38,0.222,0.531,UTILITY,0.3,294,0.0993,0.2077,0.0821,0.4559,0.1607,0.266,5.362,0.0531,0.1208,32.03
HrNgHOWjnCR1cTC0ZhloSMZIk9Nw8lB7EaFrKfFCwoi1r5_ZXiDEti5he-m7Gj7BP4rQlejqvhuzTg,SILVER,low,0,183,-9,3.52,-7,17,0.4809,-0.0841,3.313,32.05,10,66,0.191,0.563,TOP,0.038,669,0.1081,0.2022,0.0984,0.4732,0.2265,0.842,21.607,0.1038,0.0765,32.35
HxDR_IXXeHdN4Chw_aN0OhARRMqVUG6O9lwbKAQPUS3OPvG-erMYdNjiCSAgM_hy4h-O-95KDBFKgw,SILVER,low,0,62,-52,3.1,-6,10,0.4516,-0.0561,2.731,33.28,5,33,0.145,0.806,JUNGLE,0.145,710,0.1377,0.371,0.2742,0.4686,0.1988,0.823,8.742,0.0323,0.0484,31.97
Hz5o1tAfuKUYISrvogyRQKq2wDBf03fk_IwXHyakT8t56Bb9CRnP2SXqQVK-O6-KCjp3bt1csjXrhA,BRONZE,low,1,32,32,2.46,-2,1,0.4688,0.0,3.793,30.97,8,6,0.375,0.688,MIDDLE,0.0,71,0.0844,0.0938,0.0625,0.4311,0.2102,0.875,7.312,0.0938,0.2188,30.11
I3MgIKRZEcTxjt-u6zeWMSmNqrywxLHldcmT3zvyWrbF7PDBbqa0aVHsOTK4MekxN4oMf79W_T2M5g,PLATINUM,mid,0,198,46,4.95,-2,2,0.4949,0.0132,2.513,30.23,8,12,0.444,0.904,MIDDLE,0.0,410,0.1199,0.2929,0.1263,0.4211,0.2344,0.808,13.086,0.197,0.1263,30.86
I7-UOwXNNSRRdWh5OHY0X89pRwFhUYKXrfFcS5a0JB4B5HFkcD-lDgXfFpTc-IfYicdeIQuMx0D2Og,DIAMOND,high,0,204,202,4.86,4,8,0.5098,0.5123,4.49,27.49,8,26,0.314,0.627,UTILITY,0.0,254,0.0826,0.098,0.049,0.5712,0.215,0.544,28.809,0.0882,0.1863,27.17
I8Z-rYIi5ZB9pPotV3CDyQFuUcKxs-mAXduL3xO_dhPry4UzVdKR8xTyo2Hqmsq8d2q06AyByCw_Nw,GRANDMASTER,high,0,224,224,10.18,26,0,0.558,0.0,5.379,28.37,7,43,0.304,0.759,JUNGLE,0.049,64,0.0861,0.1473,0.0804,0.5221,0.1992,0.554,13.719,0.0357,0.0982,29.22
I8sj7ke9dOXsen01NH_628212i3__xUim5KaARzUkiKWJFPN0GQkD_mzvjmPaKFqPGdqbcCu6TanjQ,CHALLENGER,high,0,258,200,4.61,12,2,0.5233,0.0068,2.734,27.62,5,9,0.884,0.698,TOP,0.194,1021,0.1155,0.4612,0.2287,0.4642,0.2175,0.531,18.756,0.1744,0.0736,27.94
IChWe0g1ubuGjSSkO_DLW49EvaOFcOrZSZZcp3XsAVjvkvNfcbz4zZTK12EsgzN6uIujzLeIrfRyKw,PLATINUM,mid,0,29,7,2.07,1,1,0.5172,-0.1919,5.438,30.08,3,1,1.0,1.0,UTILITY,0.0,531,0.0749,0.2759,0.2069,0.5356,0.0722,0.0,2.759,0.0,0.069,29.95
IEz9QX6IkZly6QI4nxeRM0BBXYRT3dJ-GLHUw6TXgWhkADZasK2KOU5S29Y5tadrZ64kgmuj8bFIGg,PLATINUM,mid,0,70,48,3.33,4,11,0.5286,0.0878,3.056,29.23,3,51,0.043,0.257,MIDDLE,0.0,263,0.0956,0.1714,0.1,0.4213,0.1769,0.4,14.257,0.1,0.1571,26.43
INebrAfYpenDgOQvdAk-_FZc0sLlC360GzoUgPRLWWT4iPTUqenfaS0vqfBOSYl2nvUJ-blEwHJNUA,CHALLENGER,high,0,250,180,3.47,0,0,0.5,0.0831,2.82,27.66,7,13,0.528,0.72,MIDDLE,0.236,671,0.1082,0.28,0.156,0.4173,0.2093,0.584,6.912,0.096,0.116,27.42
IR3PsAp0_ZjC7_yAJub8aj9UDMW6_3iBdU1_b_RpuiJnc6yYGEziC8BsEdogRKCQ5sHaQ0JG_JCrNA,PLATINUM,mid,0,105,87,3.75,-17,3,0.419,-0.1493,3.161,29.41,6,15,0.543,0.61,MIDDLE,0.019,782,0.1302,0.4,0.2286,0.4807,0.2417,1.314,5.4,0.1238,0.0952,30.97
ISHDL3yUqQiCqDTnY_djttKlHqqi2s920Cl06DW-9SisgIGlbGmWHso3nY3Sv7JFm0DQVkQPbOgisQ,MASTER,high,0,207,89,4.06,7,2,0.5169,0.0592,4.569,26.94,6,29,0.256,0.778,BOTTOM,0.222,1387,0.0814,0.1836,0.0773,0.5026,0.2413,1.043,6.638,0.1256,0.1353,27.59
IZRxihBlBJMVql0dEZIM_0sc9tP0ss5QlktkDZBe76R2hlkTipBlHi-fQvjpASPt_kstVqrYXAZy0Q,GOLD,mid,0,202,96,3.31,-4,0,0.4901,-0.0518,2.016,32.44,7,31,0.287,0.792,TOP,0.015,567,0.1609,0.5842,0.3861,0.4025,0.2323,0.49,7.99,0.1931,0.0495,31.47
Ic6q6-FvF-ZPzgKMlksfw05XNn61YjqDxy9mKd6ntGWJwnA4qA0SMuXwtKo2nAKe7VFrJ7wX1-E0UQ,CHALLENGER,high,0,255,193,4.05,9,1,0.5176,0.1486,4.345,26.09,5,23,0.204,0.796,BOTTOM,0.0,450,0.0707,0.2039,0.0784,0.4708,0.2447,0.729,31.31,0.1137,0.2314,25.88
IcjMD32Yw39FvCRp5RSA4DVae6RHnpSAGHFUkbN2l3cwS5Ntnfd4EZWwMWq1EDM--xDNdKKLKPPOgw,IRON,low,0,93,-37,3.72,-19,28,0.3978,-0.1604,1.579,30.3,6,15,0.333,0.527,MIDDLE,0.065,125,0.1487,0.6344,0.4301,0.3911,0.1828,0.355,4.011,0.0538,0.1398,29.46
Ifia1cBfSbMadJlLsmWNegVO6eojNKEW8sEq3a_AwNfuMfJMn09vZOrfmy5J4W7uWAjbgJOuOENx2g,GOLD,mid,0,102,-36,3.4,-4,22,0.4804,-0.2622,2.42,30.76,6,26,0.431,0.5,MIDDLE,0.451,341,0.116,0.2745,0.098,0.4136,0.2138,0.627,30.353,0.0686,0.098,30.48
Ikmz8VnjqubLryH2rB6CkA7W5sV0i6VRYRjdgG0oBRLrdS52IrbKBmUCaoGN5xj1R0E96j9gMe7UWQ,MASTER,high,0,239,219,4.51,17,1,0.5356,-0.0672,4.112,27.86,5,39,0.1,0.895,UTILITY,0.004,1205,0.0849,0.2678,0.1172,0.5615,0.1038,0.134,10.979,0.0711,0.1297,27.34
InPUpQl8EAEuQl7Iwp3K5kYMIzwAE5D3WGxEWXR63NF7O4xx4vESvnf0e7yOatXyCBTYVfizMg0LCg,DIAMOND,high,0,204,4,4.43,-8,1,0.4804,0.0008,4.745,28.34,8,29,0.181,0.926,UTILITY,0.098,863,0.0815,0.1569,0.0784,0.577,0.1293,0.093,21.779,0.0686,0.0784,27.61
