puuid,tier,tier_band,churned,total_games,games_trend,games_per_active_day,net_wins,days_since_last,win_rate,win_rate_trend,avg_kda,avg_duration_min,longest_loss_streak,unique_champions,top_champion_share,role_focus,primary_role,night_share,account_level,time_dead_share,team_death_leader_share,game_death_leader_share,avg_kill_participation,avg_team_damage_share,avg_multikills,avg_frustration_pings,first_blood_rate,surrender_loss_share,avg_loss_duration_min
gGuL2zPtgEJgmX5R1yje2oUhxYmI2-fRePgrpJKJ43HqPVJfiMxFDaCiYg0ScAOh1mGd0Jy5IxwLoQ,EMERALD,mid,0,36,34,6.0,0,41,0.5,0.5143,3.155,31.08,3,19,0.167,0.667,JUNGLE,0.472,491,0.1245,0.2778,0.1944,0.4768,0.2618,0.944,5.472,0.1111,0.1389,32.39
gHnZuu1iznVoywkwaKQXnbxsH-VjfAHM5m85VA9qTjZX3Fs_hRdLQd2NqGjer-UWfZvU6tdu3LJOBw,CHALLENGER,high,0,263,231,6.12,13,0,0.5247,-0.0402,3.829,26.71,8,3,0.966,0.973,TOP,0.087,697,0.0776,0.1787,0.0684,0.3566,0.2081,0.373,5.935,0.1407,0.1217,27.27
gLfY3VTzIclxMbVfQ9caRuuLkP6sb21c7uv3Wh-UduCZ2ZWVxIp5isCTua_aDiVvVuh3YrwHwCr8bg,DIAMOND,high,0,129,59,3.91,25,1,0.5969,-0.0827,3.442,27.28,4,17,0.357,0.705,TOP,0.047,272,0.0926,0.2171,0.0775,0.3713,0.241,0.581,10.209,0.0775,0.124,27.6
gVdDEhvjWJdeiGmW1WeZ7TlsZyrYyjNiDq38uOjgA2XZPR3lUUt7CNup0SsoXMhALg2aozx0izlM2A,CHALLENGER,high,0,270,182,4.22,22,1,0.5407,0.1573,6.13,27.25,6,57,0.078,0.77,JUNGLE,0.004,574,0.0717,0.1074,0.0481,0.5663,0.2065,0.793,50.285,0.0926,0.1444,27.8
gkULjkyWtsm6VpyxbGeGEkFI-mT_wva5pc0A5syjcWopjgkdIdXjg0LxJYeXEBwPfl0WMyR9ioixlQ,GRANDMASTER,high,0,286,244,4.4,0,1,0.5,-0.0257,3.79,26.93,6,18,0.42,0.86,BOTTOM,0.014,1083,0.0818,0.2273,0.1119,0.461,0.2279,0.962,15.727,0.0734,0.1154,27.47
gsfrErsFJJDIm01mrhogJvxAPZGhY3OKXL_ib1TPi9qs1HOqTX60pfwsqBEYiYksiBe2ck1LAutKbw,PLATINUM,mid,1,62,30,3.44,14,8,0.6129,0.0679,4.023,30.62,5,9,0.468,0.903,BOTTOM,0.032,44,0.0833,0.1452,0.0645,0.4609,0.2334,0.79,2.339,0.0968,0.0968,30.37
h-rdNujZDsRBsJc0L1YKmvh2XZB1myvdCtt19A6sNGA0ys3JsnoonX1pYTbYmnBpWClGoihJxtuOLg,MASTER,high,0,232,196,4.38,24,1,0.5517,-0.0042,4.04,27.77,4,30,0.203,0.892,TOP,0.0,1198,0.0786,0.1724,0.0647,0.3949,0.2184,0.297,15.612,0.0948,0.1293,29.36
h4nAldsCwcFIIbg3wUpEGDHYPK5PMzGxhnWT301NWqi87s5Y0ZGBqcn4z3aaufDuPoldmW70TV6kCA,SILVER,low,0,130,-36,3.1,6,3,0.5231,-0.0528,2.527,29.94,6,59,0.069,0.423,MIDDLE,0.062,815,0.1274,0.4385,0.2154,0.4153,0.2177,0.723,2.715,0.1154,0.1,30.17
h6PdAmq2oVcMhzeKBX2-Dheva7-qYnQvvI_YP6A3cALvMK0LcRDXzxdyzvXGte3HZD_r1z3m56n-6w,CHALLENGER,high,0,206,0,6.06,40,1,0.5971,-0.1262,5.456,27.37,7,11,0.587,0.835,MIDDLE,0.165,146,0.0771,0.1408,0.0631,0.5294,0.2464,1.238,18.617,0.1117,0.1262,27.77
hER5OTCKPschfzEnEAfb9efiXHcGUPvCKSP24q60S9BStNVmeDC04c4h8Jk_UmLjuQ_NbL0cK0uKdA,MASTER,high,0,116,14,2.42,18,2,0.5776,-0.054,4.375,26.57,8,40,0.103,0.75,MIDDLE,0.086,1232,0.0748,0.1207,0.0517,0.442,0.2204,0.603,20.914,0.0172,0.1638,25.91
hHkuRb7_zZew1cxL4pK9K3TYI9auU9razQ47zRO-kBubxSsFxNU3Hk5tz7bVm2zdE4AyDF-LfkG5tQ,PLATINUM,mid,0,31,5,2.07,9,21,0.6452,-0.0812,2.086,32.04,3,2,0.742,1.0,BOTTOM,0.032,312,0.1286,0.4194,0.1935,0.4698,0.2489,1.161,2.0,0.0968,0.0645,30.31
hKeNIqNwylkSxdhTtm5DeOKZg1m9UEaMOsv8NgTTZpuH0hJ722NvTcTBtNzsrlIxgBpLOCSUvcQxFA,DIAMOND,high,0,201,197,8.04,5,4,0.5124,0.5176,3.46,29.35,6,8,0.881,0.896,JUNGLE,0.104,741,0.1021,0.2139,0.1244,0.4328,0.1859,0.945,10.557,0.1294,0.0398,30.04
hWRT43E5FNGkrysY5ns5iMv_H-ERl4Lj-NtqQSO9sARwnbriDMnMzNHZ-1WPhKEJcLElWZjRbLCgqg,PLATINUM,mid,0,49,37,3.06,-5,1,0.449,-0.2481,3.792,30.59,7,27,0.102,0.429,TOP,0.0,159,0.0907,0.0612,0.0,0.4739,0.245,0.776,8.143,0.2245,0.1224,29.89
hciFczHYqtDuAUg_9DnYP_Gq79TBF3uc-0hqoPnhyxDkOm6oCUEI-p86GevGl0YgAsEezRX7KRfAhg,BRONZE,low,1,58,-58,2.07,-16,62,0.3621,0.0,2.006,30.85,6,21,0.241,0.431,JUNGLE,0.052,299,0.1155,0.5172,0.2586,0.431,0.1232,0.414,14.845,0.1034,0.1207,31.58
hf10mE21FA-ZBrY6mPG5xQlkYAofbu_G3tHpPTwjuST5v7YlUXICeozPIGGczlr8hczXq24pjpEcyw,MASTER,high,0,214,194,4.12,-8,1,0.4813,0.0853,2.272,26.72,5,6,0.916,0.542,MIDDLE,0.005,742,0.1261,0.4252,0.271,0.3579,0.2198,0.187,6.813,0.0514,0.2056,26.23
hfDhaBDD3Tf2oyU6rj6xZObnK6lxwyHJPJLIoav9VH_hKLQkNsJcGUOCAFu924QbDNygqF3FUuxhXA,PLATINUM,mid,0,112,12,3.29,2,0,0.5089,0.1968,3.038,30.06,8,17,0.473,0.866,BOTTOM,0.009,839,0.1004,0.3125,0.1161,0.4466,0.1972,0.714,5.777,0.0804,0.0625,30.97
hhi3MR7uqzxRgN3J18zXrPGwYxc-RuFsdZKry6xnmnZkg3b7-1yZZteBcIXgVM5xepkmIp_vFvFJqQ,EMERALD,mid,0,193,193,5.51,15,4,0.5389,0.0,3.092,29.73,7,19,0.269,0.591,BOTTOM,0.104,696,0.1141,0.3005,0.1399,0.4712,0.2317,1.078,8.513,0.1347,0.0415,30.45
hn_j976EbYMwsbrNFeAp-PU4fYt6ZyVEbB8mb1L5CElgkxf8nik2jia0SfIfz_BfiXid2zFyET8zhg,EMERALD,mid,0,130,-8,4.48,20,21,0.5769,-0.1295,5.415,29.22,3,13,0.277,0.892,BOTTOM,0.0,114,0.0638,0.0692,0.0077,0.4758,0.2374,1.292,20.108,0.1,0.0692,29.22
hu8T6sSwyHozO7-8S1JDad8wZ0UzD3QEZmYR9RjgqKYR1dK-rzAnAOLmmWn3OdYIkOd3Sc4zepT1Rg,EMERALD,mid,0,69,69,4.6,-3,1,0.4783,0.0,3.309,29.84,6,27,0.188,0.406,TOP,0.014,643,0.0912,0.2899,0.0725,0.4302,0.1603,0.174,6.71,0.058,0.1159,30.4
hzRZddtZUYqDYEkzhWncDk3zEdSCRB2NZJOEErOaSBE03z0DZjV9hrxni8UaCGNDmSXNjcen8rbmCg,EMERALD,mid,0,195,-147,5.57,-1,38,0.4974,0.0029,2.302,29.02,7,70,0.097,0.513,TOP,0.338,579,0.1282,0.4103,0.2308,0.4052,0.2189,0.59,10.221,0.0872,0.1179,28.83
i2Egi2kshguOtcBIi4ii9F90xWqaWAuUY0LDZ8z-Rif7l69XTb6O9SoBSaQOfHDvw1KJuzBPkwqmBw,IRON,low,0,109,-105,5.74,-21,42,0.4037,0.6075,0.843,31.26,8,47,0.119,0.89,UTILITY,0.367,203,0.148,0.4771,0.3303,0.2595,0.1352,0.055,10.468,0.0367,0.0917,30.08
i3J8AgpHdcVG1G6J62evpOX-TP_8mrSkd0NeIAXuR6rFNAgcPoWiFZla0bX2VOcbuH3t5t4SI4vP2Q,DIAMOND,high,0,206,204,4.58,12,0,0.5291,0.5317,3.017,27.47,6,19,0.519,0.942,TOP,0.228,154,0.0832,0.1456,0.0485,0.3157,0.1886,0.228,4.053,0.0485,0.1505,26.47
i8O3CUD6f6aHVgy6IckVZCegiFn3av5xqTkKsVssACXTA_fUiYUvMXjaJZpKksBv1DH0oeDaswQmUw,BRONZE,low,1,35,35,2.69,1,2,0.5143,0.0,4.443,32.57,5,7,0.6,0.8,JUNGLE,0.029,34,0.1337,0.2571,0.1143,0.5754,0.2838,2.171,26.571,0.1429,0.1143,33.87
iIISj8SSlRQNQLtsEpTOEp7zvJQlhaaTXiVnM9ZNc0RWfEhlDXCC6kvuRmsB3-7FGVxoP2AH6H0_PQ,IRON,low,0,200,-4,3.08,-16,1,0.46,-0.0016,2.894,31.11,6,43,0.195,0.32,MIDDLE,0.08,184,0.1206,0.275,0.125,0.4409,0.1775,0.68,9.275,0.11,0.11,32.25
iLesdPRNxYmUIJ24F31k66mHIy62syAoRyLNOi-dTKwUcPThEP7M3XSwEMLbHWW6sfl7Z7d7Q9_a6g,PLATINUM,mid,0,38,-16,3.8,8,6,0.6053,-0.0842,4.456,29.8,2,6,0.737,0.868,JUNGLE,0.0,593,0.0949,0.1579,0.1053,0.5561,0.2142,1.211,33.605,0.1053,0.1316,29.43
iNpxOnopHA1ijB7s0ffkOkTm0CqI3RaODwy8vTfu-2nueB9cNnibywCWNoYnFNUOZEFIJqCGu09ZRw,IRON,low,0,125,101,3.38,-23,1,0.408,-0.194,2.218,29.64,8,10,0.312,0.368,MIDDLE,0.16,43,0.1149,0.248,0.176,0.3807,0.184,0.576,0.784,0.056,0.264,28.48
ihf_LJG-nNJE14O-_jXaHcv_FRJi05tUCO8T-0ox249cBOV13kofWIw9UOJy1opTqQFeJrwdgwt6jQ,CHALLENGER,high,0,161,149,4.03,19,7,0.559,0.0613,4.37,27.79,4,73,0.118,0.528,MIDDLE,0.304,125,0.086,0.1677,0.0683,0.4914,0.2393,0.789,21.708,0.1677,0.0932,28.22
itRBKy0S8cB9y0Q13lBmamyM9AvAWmY_JOdmzwHfUTP_AJygRGHF3yVglkEYRaYQtb_XcQT5dzoY0w,GRANDMASTER,high,0,196,-34,5.03,2,10,0.5051,-0.1665,4.067,27.18,10,28,0.357,0.842,MIDDLE,0.02,949,0.0904,0.1888,0.0561,0.4508,0.2329,0.515,30.301,0.1173,0.1888,27.34
itk-DLkWnmWoT-01GEEIWKZNTRPNcDXjitSkJBFFNJMzgUSH98j9U1tpARmig7gPnxnskQvY-lf6YQ,GRANDMASTER,high,0,201,83,3.47,9,2,0.5224,0.0197,4.044,26.61,5,33,0.139,0.915,UTILITY,0.04,972,0.0822,0.2886,0.1095,0.6014,0.1171,0.159,22.139,0.0299,0.1891,26.91
itonsi0ZKmYu_jhD8P4pj14ZnSd3Xd2IAIiPXAkyYD9H1CJWn2ur2zvsYqh-Gq2jjNiDdMmQDmmryg,GRANDMASTER,high,0,323,231,5.21,-3,0,0.4954,-0.0054,3.844,26.9,7,44,0.341,0.598,BOTTOM,0.269,572,0.0927,0.2941,0.1703,0.5177,0.2132,0.693,10.793,0.1084,0.1672,26.7
j6UlwBlv4YuiqxRsANy_-DdFRon8u_tB3jSqsT2Lw_RtnelZJYeIaiSzdPTw2mIViixlro5iFodYOA,EMERALD,mid,1,124,44,5.64,24,46,0.5968,-0.1893,4.749,28.85,5,6,0.766,0.952,MIDDLE,0.024,308,0.1016,0.2742,0.1129,0.5304,0.258,1.774,15.734,0.1855,0.0484,30.47
j8J1EeWRsPMlLiIww69Vp22bmGbYJnIbi4Ap9zo1PVzZOQE6V4Nv4gTKlvS9SI1U6OdOv4_jvIQF1A,GOLD,mid,0,33,-11,2.54,9,28,0.6364,-0.1364,4.008,28.22,3,4,0.576,0.97,TOP,0.152,613,0.0766,0.1212,0.0,0.3346,0.2085,1.242,6.848,0.2727,0.0303,28.33
j8bqX48pqP7GBWSd7EZgODWnCneVTdSLHxoVlzF-X3HdPLkn5XHuXH-dJVGpc_QFbfwqqG-yLyS2pg,MASTER,high,0,212,122,3.21,-2,1,0.4953,0.121,4.891,28.26,6,22,0.335,0.948,UTILITY,0.038,1666,0.0694,0.1462,0.0755,0.547,0.1277,0.075,47.675,0.0425,0.0943,29.01
jDcanYgnuoPEqZ3EIG8g7jn92awpbBWdnudyx51U8AqbSATEqj9YmZu1Nb3pE5ZaBo5tYU2RpMnfxA,DIAMOND,high,0,44,-10,2.44,-6,24,0.4318,-0.1285,3.305,28.14,5,14,0.386,0.818,BOTTOM,0.273,184,0.0946,0.2727,0.1364,0.4774,0.2106,1.023,8.068,0.1818,0.2045,29.97
jVGyTZEx_yApcGdxk9b3FFRr2rpryh1CBiclCPRYfQ31KWleB7OZDaHDselw3TMrz7dYcDQbkdNJXw,GRANDMASTER,high,0,303,211,3.94,7,0,0.5116,-0.0376,5.141,26.39,6,33,0.155,0.809,JUNGLE,0.327,1013,0.0833,0.1716,0.0726,0.545,0.1963,0.581,8.188,0.0627,0.1815,25.8
jftJJF1npwCq5e10WjVxoRV5hOXnS5LkHEk0xfMVD1x__0913qyjrkS2Sknvuf3ctBxkl4cWKLcfIA,IRON,low,0,31,23,2.58,-5,1,0.4194,-0.0926,1.545,31.27,3,6,0.484,0.806,JUNGLE,0.0,194,0.1638,0.5806,0.4194,0.3478,0.1775,1.194,2.871,0.0,0.129,30.11
jlg-xw-gd-p2wr-GNVho5qtlTIrm6nR7CNa1UyCCs5EgiJkNQ1AGbIVEyFnmZJJk4dwLYpCPqjF5dw,DIAMOND,high,0,146,136,5.62,20,1,0.5685,0.1745,3.73,27.44,7,32,0.185,0.767,BOTTOM,0.007,336,0.0975,0.2877,0.1301,0.4761,0.2081,0.89,6.664,0.1027,0.1233,26.93
jlwCXtx02jW2b6903ir2OmwpA-GcJ7BKehfN6qGb0pfW4qgL8I1frYMF6naW2msnZTPXSR1XT_EKZg,CHALLENGER,high,0,256,228,3.82,38,1,0.5742,0.3052,4.4,27.12,5,65,0.121,0.719,BOTTOM,0.039,918,0.0881,0.2539,0.1211,0.5291,0.2556,1.023,15.867,0.1055,0.1172,27.64
jmBFfgR8V0JRh-QPxxei5-6XKZtJS_fcF9FGGVSYGaq0hgDEcKv1K9lDdzSkcSnlUeYxXqzTH4FXig,DIAMOND,high,0,142,-6,3.09,24,1,0.5845,0.0072,4.771,28.29,5,27,0.296,0.761,BOTTOM,0.028,1236,0.077,0.1408,0.0563,0.5229,0.2279,0.838,5.183,0.0704,0.1127,28.47
jtUOC2RZAxjeQavaT8pUHRqO-LI4z2KpuP2Sf2r_VpZ3XjXvplqvCBFUqmtjeyWR8J1a7dtrYdSEFw,BRONZE,low,0,151,-151,3.97,-9,61,0.4702,0.0,5.131,30.07,8,12,0.377,0.987,UTILITY,0.0,332,0.0574,0.0662,0.0132,0.452,0.0849,0.086,15.629,0.0265,0.1854,29.95
jxp7BTg75wqPjJXCY2fLCO-kI3RW90cY1ctlGEh2bKNhnaJfw_Z-6y2rvzYD1V7xRb9LZ7zJi4oLYg,BRONZE,low,0,194,34,3.88,6,3,0.5155,-0.08,3.291,31.22,6,10,0.206,1.0,UTILITY,0.015,228,0.0922,0.2423,0.1237,0.4773,0.0768,0.026,37.835,0.0361,0.1134,30.37
k-OBqYte3-wn9kQqswUvfUQiCTydMN7fsKaAzLDPRRauZ4Fl0X5GNG0dW9ZFhyLnjp59oebax0-Hug,GRANDMASTER,high,0,118,-22,3.81,-4,11,0.4831,0.1339,3.446,28.0,5,31,0.11,0.517,JUNGLE,0.161,299,0.1143,0.3305,0.1864,0.5389,0.1806,0.585,10.195,0.1017,0.1441,28.15
k8OH5D1uE1lmQ35KoqJ9UslYLK435WnYpUAcQDFSCHxx582XmKCUwtpartu9txXH96FUaK045_Nu9g,CHALLENGER,high,0,267,223,4.53,45,1,0.5843,-0.0072,5.45,26.32,8,54,0.112,0.858,JUNGLE,0.0,1106,0.0867,0.1648,0.0974,0.5584,0.2205,0.757,30.0,0.1199,0.1536,26.55
k98nUJlqC8z9Pt8ftPUZaS2O5fauf8XKctNA-aNIBRMsnDG4empaa_i4rCHcSdrOv9NGT4ef8DplrA,PLATINUM,mid,0,63,-21,1.7,15,5,0.619,0.0,2.401,30.12,4,12,0.429,0.81,MIDDLE,0.0,54,0.1191,0.3333,0.127,0.3909,0.2394,0.587,10.254,0.1587,0.0952,29.99
kGDGppuzDP4LXJswk41r4HXfE2AZaBDAelFLpI7Z4iHTEZt4NolnyXejXGhm1Q2y4r9nRfaa5g1pqg,PLATINUM,mid,0,117,69,4.18,-1,10,0.4957,0.1519,3.619,30.07,8,15,0.581,0.957,JUNGLE,0.0,347,0.1109,0.2991,0.1624,0.5495,0.1757,0.479,14.761,0.0769,0.1795,28.5
kH5wsOhdviUsLkvOKNw8RVXnuwqiJNi_R0uNnTB68k3f01r7_epYIgLga_qEN617D9xtrgUW_zs2kA,BRONZE,low,0,195,-111,3.05,-3,1,0.4923,-0.0509,3.059,31.58,9,23,0.369,0.528,UTILITY,0.738,733,0.1234,0.159,0.0821,0.4584,0.2365,0.477,3.164,0.0513,0.0718,32.17
kHn_Dmz1zTtfhkh0BDTit5akjdWEeUENpVtg9e5-av0d5GlgqEOMvm5HgYzq2FMqlxLK9cEM2Ep3sA,EMERALD,mid,1,68,-16,3.24,6,3,0.5441,0.0531,3.915,29.82,4,9,0.632,0.956,UTILITY,0.0,637,0.1009,0.3824,0.1471,0.5139,0.1616,0.162,12.676,0.0588,0.1176,31.07
kUJry3M_215sQon2hV5J0querFB1NX5Jf5ur6pB7WQHSr2XpvBFzppkO9Y6thS3LTP7jb-OBnpys6Q,CHALLENGER,high,0,224,114,3.61,32,1,0.5714,0.0344,4.97,27.3,4,40,0.103,0.674,MIDDLE,0.071,984,0.0732,0.1071,0.0536,0.465,0.2334,0.741,11.799,0.0848,0.1161,27.68
kXmYSy9OdROb5_O-vExZNkoagN_GfWaR0ASps8ZYAhlnhQk3AAUG57SBTcBfBIbVpvg3IEO5xreeeg,SILVER,low,1,30,6,6.0,-8,52,0.3667,0.3333,3.815,32.06,4,22,0.1,0.333,BOTTOM,0.0,672,0.1148,0.2333,0.2,0.5158,0.2099,0.9,2.767,0.1,0.1,34.17
kYq7A83MJFHLkPQ97YoIy3UB3ms0usUKg-uoPAb754DgeeXvVxweh2y2dSiUKOLE-isWaVdKNwnSiQ,GRANDMASTER,high,0,297,277,5.71,13,0,0.5219,0.0226,3.732,27.0,5,28,0.306,0.923,TOP,0.189,321,0.0875,0.2088,0.0774,0.3863,0.222,0.367,15.529,0.0774,0.165,27.65
kiJJ-aaCj4b0imB3PCHLKzcl_tcDcbmZwUEqw6uYXbYzwmU51B-sUMu9DRZpJvPnoVR1NZmNEmo65Q,SILVER,low,0,45,45,6.43,1,1,0.5111,0.0,2.798,33.86,5,7,0.489,0.933,MIDDLE,0.067,320,0.1147,0.1333,0.0889,0.4148,0.2181,0.978,13.978,0.0444,0.1333,33.06
kmJAKEbMke2cBqWE6kLh9sH4BVvfL_5p7ibqELSrS57W4CMGz95ADRfXBe4JAfGX5KBfA1GGTfc8IQ,CHALLENGER,high,0,215,143,3.84,27,1,0.5628,0.1088,3.191,26.76,7,37,0.214,0.758,MIDDLE,0.047,295,0.1113,0.3535,0.214,0.4502,0.2606,0.67,21.563,0.1628,0.1628,26.3
ktp3Yomn6f3s1A79SbgIfh4yUkLD7a3yppaExhzLYfxSy7uMBNgsJ3SS0mY4R8uxLSyhYjQRWVNVYg,DIAMOND,high,0,66,26,4.4,-8,1,0.4394,0.0565,2.698,29.32,4,14,0.606,0.758,MIDDLE,0.167,145,0.1208,0.3788,0.1818,0.4753,0.2182,0.424,9.97,0.0455,0.0758,30.69
kvK23syC4NuGti2WFqAGJcH4g0YEWUe8wKkAlQ_gjJ3YgM4eOyJos3AyJylOXhj0gs0rYQ8Ps_TfOA,GRANDMASTER,high,0,227,45,5.04,13,1,0.5286,-0.0164,3.631,26.94,6,18,0.652,0.78,MIDDLE,0.216,1042,0.1003,0.2379,0.1454,0.4191,0.2327,0.833,24.419,0.1057,0.1498,27.33
l2S7AolyOABhuksolvViJxycuv3lZgIOdWPcTVefQj-PmalekAOIOL-0Qc-3P4LWvVsTcrVag1Q7bw,EMERALD,mid,0,197,-65,4.69,1,20,0.5025,-0.1633,3.731,28.98,6,35,0.193,0.629,BOTTOM,0.005,658,0.0821,0.1624,0.0761,0.4173,0.2233,0.741,33.584,0.0609,0.1218,29.22
l4iqJqph1KW5klnODbh4_wspkZAffWz3eof_WLN2ldNLir5Umpe2gXTiNgQ3LR-YtztHGUxIjemhIQ,MASTER,high,0,151,-121,5.21,7,52,0.5232,-0.0627,5.821,27.55,5,8,0.735,0.748,JUNGLE,0.073,509,0.0689,0.1258,0.053,0.6025,0.1218,0.152,28.954,0.0795,0.1325,27.17
lIdNkFOUdsgzpEJzCtGImAjZBmNJVCNkt4XsaytxaHOr8tXORixK_W_InwyCFQ1Murpqxf0x9KffIw,GOLD,mid,1,59,-55,3.28,13,61,0.6102,-0.114,2.804,31.48,5,30,0.102,0.407,TOP,0.068,86,0.1035,0.1864,0.0508,0.4785,0.2059,0.695,11.712,0.0678,0.0339,29.38
lRLzJIDbvUsRO5-qSauzuBxj1QrOmDhACqpMDLgngIXQaatz_5aV9x9CtqDpIg5zVHsmTZJql-Xfmw,GRANDMASTER,high,0,257,223,4.59,11,1,0.5214,0.0544,4.383,26.63,6,11,0.79,0.868,JUNGLE,0.187,932,0.091,0.1751,0.0856,0.5051,0.2017,1.953,19.514,0.0545,0.144,26.62
lYm8TIjTOLjw6oOAZd3D33KZiqL7pXR-gP-3YDAyQBdNAtwtjFAed4y6KCYiap8kGTDt8ojgHzw9RQ,GRANDMASTER,high,0,204,202,6.38,44,1,0.6078,-0.3941,4.694,28.08,4,35,0.176,0.407,MIDDLE,0.005,978,0.093,0.2402,0.1029,0.4656,0.2529,0.711,12.765,0.1373,0.0882,29.11
lYy4if1gqdCdVaddDL-0AH-ambN0RPx9IEip1HUdn0c-9Z7Nbh-ADqOskCi-6rFsSbCPIgY5RXKdUA,IRON,low,1,32,2,2.0,-12,29,0.3125,0.0863,2.353,31.24,9,8,0.312,0.531,BOTTOM,0.094,73,0.1084,0.3438,0.25,0.3396,0.1153,0.375,2.125,0.0,0.125,32.2
lejMr8WgihcEy8jg5nllf3JM-KQl5Ns1EcHvY0wbk-9lE9qzH0FzPJM1GFuuaIhefNoB542NfkAnQQ,SILVER,low,0,96,-42,3.2,12,4,0.5625,0.0419,2.625,32.22,5,7,0.792,0.917,TOP,0.115,91,0.1098,0.1562,0.0625,0.3392,0.1888,0.594,3.312,0.1146,0.1354,31.35
lkX5O2vlBGkXn8iPTWDeCZRDmykoGR887cY5Db-txnNHeZNDcmkuZ53bMbV2arnTL73mbbA2XQSQMg,MASTER,high,0,138,-114,5.11,4,2,0.5145,-0.381,2.871,27.85,9,15,0.464,0.855,MIDDLE,0.217,375,0.1206,0.3768,0.1884,0.4623,0.2486,1.022,16.746,0.1014,0.1232,28.06
mRJiWtbQhCHzfEXZisSuAy33TXA6IGiqzdei2mg2o2kaqDJ6KN4tANhzxKLksA_Lxf1uCdrK95s6Ig,CHALLENGER,high,0,255,239,6.54,55,0,0.6078,0.1113,4.596,26.21,7,45,0.2,0.784,JUNGLE,0.09,775,0.0985,0.3059,0.149,0.5683,0.2174,0.776,24.247,0.0784,0.1255,28.0
mbOUW0qgxBDW2npWzIywdSOWZdUbF2ybwh6XnNnoURbj0zI_o4OTLvB3z9QPdmVnfHkBC8urmE2duQ,PLATINUM,mid,0,103,17,3.22,9,5,0.5437,-0.1047,2.832,29.53,4,49,0.068,0.369,MIDDLE,0.107,466,0.1184,0.2718,0.1553,0.4063,0.2012,0.825,12.427,0.068,0.068,29.29
mktMD4X8yP56jqqrnCndKMItIO8BAxARkSFG4Le9MBQuaPFfvFCLBZnPEe2Itw_tsXvDYMVl9b6trA,DIAMOND,high,0,219,5,4.87,17,1,0.5388,-0.0246,7.063,27.36,8,29,0.16,0.959,UTILITY,0.132,410,0.0498,0.0685,0.0228,0.575,0.0917,0.073,4.452,0.0685,0.137,27.16
mlZbrsPEcXQF2LxBdO3NlU2w8NUA4tvyh5yBmKXVeyOWGzrjbb5IqqDkUqOAg433jZD1CXbFCUosEA,MASTER,high,0,197,43,3.34,11,6,0.5279,0.0139,3.713,26.55,4,47,0.152,0.802,MIDDLE,0.264,464,0.0956,0.2234,0.1015,0.4672,0.2433,0.69,5.711,0.1675,0.1574,26.51
n1IRt7YFNTcATZgABHIRg5WLDJ6Ai45G3h2FE9DRHejxXMmD0Zs_e5vwNGRmwEOGFxJmn-g3mU35ow,MASTER,high,0,231,217,4.91,1,4,0.5022,-0.3661,4.797,27.79,6,26,0.558,0.554,BOTTOM,0.004,397,0.0884,0.1861,0.0823,0.5415,0.234,0.983,13.082,0.0952,0.0996,27.61
n37MoP5dq4W7HPbFhma-njMBeAKMEdZ6q5161FNM_cH_DW2alarBNdMBwqo_Ss44NbWYHu-BvWLjRg,SILVER,low,1,64,38,2.46,4,15,0.5312,-0.2021,6.292,32.46,4,10,0.391,0.875,JUNGLE,0.062,71,0.0797,0.125,0.0781,0.457,0.1882,0.5,20.938,0.0156,0.0625,31.73
n3ZmNvKkB_D22PNThP9IGxMi3EsSCWPLRNOHRrx0Eed0ggUxGwA9L-BwUXVkir4wdHq1x4h-Q5gUGA,SILVER,low,1,90,-30,3.0,-8,36,0.4556,0.0667,3.276,30.13,5,18,0.2,0.989,TOP,0.044,337,0.0959,0.1333,0.0889,0.3826,0.196,0.278,12.233,0.0444,0.1444,28.54
n6AGG780i582njbcGaVt9g6Rrz0DUVENFHq862MJtEL1pdkwNohAKym8DuPt57PZOc2PddkUbbsYYA,GRANDMASTER,high,0,253,215,4.44,39,1,0.5771,-0.2296,3.483,27.18,6,18,0.166,0.96,TOP,0.091,1024,0.0838,0.1779,0.0474,0.366,0.2201,0.324,18.431,0.0791,0.1146,28.22
nDFk6BeGB5dssuP_3ltyblh2zbBVDdrgjaE6RPoQ9-AHAfq2BIZDO1PivoLaVspLikEYK8YJFSznsg,PLATINUM,mid,0,34,34,5.67,8,3,0.6176,0.0,6.683,29.69,3,7,0.412,0.912,UTILITY,0.147,44,0.0687,0.0588,0.0,0.5599,0.1165,0.206,14.0,0.0588,0.0294,33.03
nFBa3JffHMToDyJSHYJQkATRJQgLa0YJf5JRoV2-TF26DLp6BMAE_VBhMg8onQYkgiXiiq6NvcMoeg,EMERALD,mid,0,98,20,2.45,10,1,0.551,0.0635,2.031,29.54,6,20,0.347,0.847,TOP,0.0,1006,0.1611,0.5204,0.2143,0.4302,0.2884,1.388,11.714,0.3163,0.0714,30.81
nQ3IsincttOh2q_kUaG4ZUFaP4VU3SelS9B-rWj0-atIbh5XLjMMRdodoGmw_MwlC3g8A4gVbODyxw,IRON,low,0,150,150,6.0,-16,4,0.4467,0.0,2.863,31.71,6,14,0.393,0.733,JUNGLE,0.167,106,0.115,0.24,0.1133,0.405,0.1653,0.54,18.6,0.0867,0.1733,30.79
